Form_Number,Age,Gender,No.of dependents,Occupation,City,"Education(1-ungraduate, 2-graduate,3-postgraduate)",Personal Income(in $),Personal Income,Family Income(in $),Family Income,Amount invested In last 6 months,Amount invested till date(in $),Amount invested till date,Earnings till date(NFT),Retained,last_transaction
893,27,Male,0,self_employed,224,2,1491.21,111840.75,1520.78,304156,604.35,40.29,604.35,818.00,0,NaT
895,27,Male,0,self_employed,61,2,104.8,7860,3329.51,665902,128572.5,8571.5,128572.5,9262.00,1,16-11-2019
896,90,Male,0,self_employed,1020,1,6606.53,495489.75,8360.52,1672104,4289.85,285.99,4289.85,1013.00,0,18-09-2019
898,37,Male,0,self_employed,454,2,4699,352425,5447.54,1089508,10.5,0.7,10.5,6572.00,1,21-11-2019
899,51,Female,,self_employed,1020,1,29524.36,2214327,17397.65,3479530,642867,42857.8,642867,57958.00,0,12-11-2019
900,90,,,self_employed,621,2,6760.63,507047.25,6422.07,1284414,7.35,0.49,7.35,927.00,0,31-12-2019
901,37,Female,0,self_employed,388,1,14.71,1103.25,1624.24,324848,6.45,0.43,6.45,6662.00,1,30-08-2019
902,39,Female,0,self_employed,384,3,1620.56,121542,1780.53,356106,5.55,0.37,5.55,5557.00,0,05-07-2019
903,29,Male,0,self_employed,1598,1,11449.85,858738.75,11222.35,2244470,12137.85,809.19,12137.85,2947.00,0,01-11-2019
904,57,Male,3,self_employed,1020,2,3311.51,248363.25,3345.98,669196,1.35,0.09,1.35,9172.00,0,09-08-2019
906,83,Female,0,self_employed,1020,2,54014.66,4051099.5,26879.74,5375948,17456.4,1163.76,17456.4,4888.00,0,12-12-2019
907,24,Female,0,student,1415,1,13906.17,1042962.75,13906.17,2781234,0.45,0.03,0.45,6818.00,0,NaT
908,34,Female,0,self_employed,486,2,3389.13,254184.75,3581.89,716378,10.05,0.67,10.05,9171.00,0,26-04-2019
910,69,Female,1,self_employed,1020,1,2494.35,187076.25,4784.69,956938,92658.9,6177.26,92658.9,2726.00,0,17-12-2019
911,41,Female,0,salaried,491,2,2142.27,160670.25,1433.1,286620,4.35,0.29,4.35,775.00,0,01-12-2019
912,38,Male,,self_employed,146,3,2453.71,184028.25,1620.85,324170,32577.6,2171.84,32577.6,65172.00,0,21-12-2019
913,53,Male,0,salaried,409,3,3665.17,274887.75,2433.31,486662,78036.15,5202.41,78036.15,5446.00,0,10-12-2019
914,25,Female,0,student,1096,1,225.62,16921.5,2098.95,419790,112.95,7.53,112.95,1739.00,0,29-05-2019
915,55,Female,0,self_employed,1054,2,4036.55,302741.25,4174.51,834902,6.45,0.43,6.45,327.00,0,12-12-2019
916,8,Female,0,student,409,3,2691.37,201852.75,2667.56,533512,10.5,0.7,10.5,7552.00,0,02-11-2019
917,81,Female,0,salaried,1020,3,2854.35,214076.25,2733.59,546718,6.45,0.43,6.45,8642.00,0,17-12-2019
918,46,Female,0,self_employed,1111,3,2362.36,177177,1603.81,320762,21432.6,1428.84,21432.6,98662.00,0,24-01-2019
919,62,Male,0,self_employed,272,3,3170.19,237764.25,3170.19,634038,7.95,0.53,7.95,4167.00,0,24-09-2019
920,41,Male,,self_employed,646,2,1213.73,91029.75,3596.48,719296,73718.55,4914.57,73718.55,32672.00,1,30-08-2019
921,43,Female,4,self_employed,1096,2,1755.35,131651.25,2765.19,553038,240006.6,16000.44,240006.6,929.00,0,11-12-2019
922,62,Female,0,self_employed,521,3,2526.34,189475.5,2761.88,552376,7136.1,475.74,7136.1,4146.00,0,30-10-2019
923,60,Female,2,salaried,1111,2,6438.05,482853.75,2662.9,532580,8742.3,582.82,8742.3,5480.00,0,28-12-2019
924,41,Male,0,self_employed,617,2,1748.95,131171.25,2631.41,526282,4.05,0.27,4.05,3268.00,0,20-08-2019
926,75,Female,,self_employed,61,2,312.25,23418.75,2155.57,431114,64286.4,4285.76,64286.4,6762.00,1,17-10-2019
927,69,Male,0,self_employed,,1,2996.59,224744.25,3500.9,700180,2.85,0.19,2.85,8565.00,0,04-10-2019
929,69,Female,0,self_employed,1020,2,9517.58,713818.5,8707.47,1741494,10349.85,689.99,10349.85,619.00,0,10-12-2019
930,53,Female,0,self_employed,,2,5965.58,447418.5,5971.07,1194214,3,0.2,3,1092.00,0,NaT
931,90,,,self_employed,15,2,851.37,63852.75,2981.34,596268,107143.05,7142.87,107143.05,2719.00,0,12-11-2019
932,90,,0,self_employed,1525,2,1682.27,126170.25,1682.27,336454,8.55,0.57,8.55,5789.00,0,21-09-2019
933,70,Male,2,salaried,1096,2,1187.58,89068.5,3294.51,658902,2.1,0.14,2.1,4902.00,0,31-12-2019
934,53,Male,0,self_employed,38,3,3460.42,259531.5,3985.14,797028,1.05,0.07,1.05,3245.00,0,23-10-2019
935,60,Male,0,self_employed,1494,1,816.72,61254,12035.65,2407130,540860.1,36057.34,540860.1,32938.00,1,29-10-2019
936,17,Female,0,student,1096,2,5783.57,433767.75,5783.57,1156714,2.1,0.14,2.1,1241.00,0,15-02-2019
937,53,Female,0,self_employed,1020,2,2705.86,202939.5,2836.92,567384,489,32.6,489,0.00,0,11-05-2019
938,34,Female,0,self_employed,1232,2,1248.49,93636.75,2051.94,410388,38581.65,2572.11,38581.65,2344.00,1,18-06-2019
939,40,Male,2,self_employed,1400,2,1960.56,147042,1746.21,349242,2.55,0.17,2.55,4322.00,0,16-10-2019
940,42,Male,0,salaried,1419,3,848.55,63641.25,1742.67,348534,146535.9,9769.06,146535.9,4432.00,1,22-12-2019
941,45,Male,0,self_employed,623,3,8587.96,644097,2283.39,456678,77813.85,5187.59,77813.85,4937.00,1,28-12-2019
942,46,Male,3,salaried,996,2,2729.4,204705,3567.7,713540,27859.5,1857.3,27859.5,8277.00,0,14-12-2019
943,78,Male,0,retired,1540,3,1607.8,120585,1705.21,341042,3219.9,214.66,3219.9,8266.00,0,04-11-2019
944,47,Female,,self_employed,1382,2,370.32,27774,7306.02,1461204,6436.95,429.13,6436.95,3003.00,1,25-12-2019
945,40,Male,0,salaried,409,2,3931.11,294833.25,4195.14,839028,3.9,0.26,3.9,2764.00,0,02-07-2019
946,52,Male,0,salaried,1020,2,8608.28,645621,6819.79,1363958,64192.2,4279.48,64192.2,726444.00,1,31-12-2019
947,53,Female,0,salaried,318,1,6747.39,506054.25,6775.18,1355036,8.55,0.57,8.55,8377.00,0,01-10-2019
948,56,Male,3,salaried,1181,3,6630.98,497323.5,6630.98,1326196,2.85,0.19,2.85,1599.00,0,NaT
949,78,Female,,retired,965,2,6437.15,482786.25,6356.53,1271306,21432.9,1428.86,21432.9,134.00,0,01-11-2019
950,70,Female,1,retired,1096,2,4393.43,329507.25,4163.68,832736,4.95,0.33,4.95,3232.00,0,29-11-2019
951,60,Female,0,self_employed,15,2,2337.78,175333.5,2531.57,506314,2131.95,142.13,2131.95,444.00,0,09-08-2019
952,38,Male,2,self_employed,800,2,3125.05,234378.75,3412.25,682450,2.1,0.14,2.1,94.00,0,NaT
953,37,Male,0,self_employed,1096,2,70.32,5274,3833.7,766740,738.45,49.23,738.45,5191.00,0,01-11-2019
954,20,Male,,student,409,2,4186.11,313958.25,1883.6,376720,5365.95,357.73,5365.95,7183.00,0,31-12-2019
955,51,Male,3,salaried,1020,1,11376.59,853244.25,5296.97,1059394,228615.15,15241.01,228615.15,8273.00,0,28-12-2019
956,41,Female,0,self_employed,990,3,2284.75,171356.25,2368.49,473698,866.55,57.77,866.55,773.00,0,06-09-2019
958,71,Female,0,retired,1096,2,5464.11,409808.25,5498.91,1099782,0.9,0.06,0.9,1516.00,0,06-03-2019
959,35,Female,0,self_employed,575,3,101417.1,7606282.5,101686.73,20337346,1075.5,71.7,1075.5,95948.00,0,08-05-2019
960,62,Male,0,self_employed,1589,2,3917.73,293829.75,3959.28,791856,1072.35,71.49,1072.35,2517.00,0,05-06-2019
961,69,Male,0,retired,1076,2,921.77,69132.75,1856.83,371366,17146.05,1143.07,17146.05,8683.00,1,26-12-2019
962,46,Male,2,salaried,1388,1,1444.35,108326.25,2611.61,522322,215752.35,14383.49,215752.35,81773.00,0,19-11-2019
963,44,Male,0,self_employed,1463,3,843.36,63252,1874.37,374874,8581.35,572.09,8581.35,3773.00,0,18-12-2019
964,66,Female,4,self_employed,460,3,4019.06,301429.5,2680.52,536104,3142.05,209.47,3142.05,82494.00,0,24-12-2019
965,43,Male,0,salaried,1150,3,6611.65,495873.75,6638.38,1327676,1289.55,85.97,1289.55,299.00,0,18-01-2019
966,70,Male,0,retired,531,2,2772.92,207969,2654.76,530952,22858.65,1523.91,22858.65,234.00,0,09-11-2019
967,35,Male,2,self_employed,491,3,88.2,6615,4821.66,964332,8803.35,586.89,8803.35,28404.00,1,28-12-2019
968,28,Male,0,student,1020,2,20295.54,1522165.5,19526.37,3905274,6.9,0.46,6.9,4222.00,1,12-11-2019
969,58,Female,1,salaried,1020,1,3229.34,242200.5,1924.73,384946,36180,2412,36180,432.00,0,24-12-2019
970,41,Male,0,self_employed,905,2,6717.59,503819.25,9775.16,1955032,4.5,0.3,4.5,4029.00,0,25-12-2019
971,45,Male,0,salaried,1525,3,2482.2,186165,3189.1,637820,47648.1,3176.54,47648.1,16173.00,0,11-12-2019
972,90,Male,0,self_employed,1096,1,1817.36,136302,1817.36,363472,8.1,0.54,8.1,9029.00,0,NaT
973,28,Male,0,self_employed,,3,5154.19,386564.25,4427.61,885522,2148,143.2,2148,32811.00,0,29-10-2019
974,22,Male,0,student,1111,2,4537.74,340330.5,1931.74,386348,3.15,0.21,3.15,5008.00,0,10-12-2019
975,59,Female,1,salaried,623,2,1913.88,143541,1684.32,336864,1287.45,85.83,1287.45,5169.00,0,12-12-2019
976,47,Female,0,self_employed,1020,2,1762.1,132157.5,3288.89,657778,42394.65,2826.31,42394.65,8747.00,0,30-10-2019
977,60,Male,0,self_employed,1040,2,7539.37,565452.75,6847.69,1369538,6770.85,451.39,6770.85,25151.00,0,19-12-2019
978,45,Male,0,self_employed,1271,2,4211.28,315846,2954.28,590856,4058.1,270.54,4058.1,13485.00,0,27-12-2019
979,84,Male,0,retired,491,3,1764.81,132360.75,1502.46,300492,16286.4,1085.76,16286.4,2939.00,0,05-12-2019
980,90,,,self_employed,834,1,6558.18,491863.5,3453.97,690794,10.5,0.7,10.5,15110.00,0,20-12-2019
981,24,Female,0,student,1258,3,4496.61,337245.75,4496.61,899322,10.5,0.7,10.5,19136.00,0,25-09-2019
982,52,Female,0,self_employed,409,3,1495.36,112152,1474.52,294904,4.65,0.31,4.65,7116.00,1,29-01-2019
983,39,Male,2,self_employed,995,1,6053.34,454000.5,4901.16,980232,21435.9,1429.06,21435.9,7896.00,0,20-12-2019
984,71,Male,1,retired,801,3,3492.62,261946.5,3492.62,698524,0.6,0.04,0.6,17352.00,0,23-04-2019
985,48,Female,0,self_employed,224,1,95.04,7128,1455.11,291022,27000.15,1800.01,27000.15,6389.00,1,17-10-2019
986,43,Male,0,self_employed,656,2,1498.04,112353,4862.57,972514,5917.05,394.47,5917.05,43595.00,1,04-12-2019
989,44,Male,0,self_employed,1547,3,1614.95,121121.25,1853.43,370686,35760,2384,35760,1659.00,1,26-12-2019
990,35,Male,0,self_employed,1232,1,14788.09,1109106.75,5000.16,1000032,115191.15,7679.41,115191.15,19078.00,0,28-12-2019
991,8,Male,,student,1593,2,6135.6,460170,6285.79,1257158,10.05,0.67,10.05,31308.00,0,NaT
992,79,Male,0,retired,334,3,3660.35,274526.25,3622.41,724482,6.9,0.46,6.9,15547.00,0,18-10-2019
993,33,Male,0,salaried,318,2,8024.44,601833,6664.39,1332878,9519.75,634.65,9519.75,36181.00,0,04-12-2019
994,54,Male,2,self_employed,1020,1,3463.64,259773,2281.37,456274,8.85,0.59,8.85,10276.00,0,17-12-2019
995,63,Male,0,retired,65,3,1352.99,101474.25,2032.79,406558,6,0.4,6,1171.00,0,25-09-2019
996,46,Male,,salaried,1382,2,11907.51,893063.25,11907.51,2381502,5.55,0.37,5.55,59303.00,0,02-07-2019
997,51,Male,0,self_employed,334,3,1707.13,128034.75,1448.67,289734,16073.4,1071.56,16073.4,3500.00,1,24-12-2019
998,27,Male,0,self_employed,1232,1,7023.4,526755,10530.27,2106054,107147.1,7143.14,107147.1,55372.00,0,07-12-2019
1000,62,Female,0,self_employed,1258,3,174.35,13076.25,1456.55,291310,98075.85,6538.39,98075.85,4365.00,0,17-12-2019
1001,38,Male,,self_employed,1477,2,6149.34,461200.5,5053.87,1010774,1.35,0.09,1.35,5194.00,0,05-11-2019
1002,25,Male,,self_employed,1611,3,10125.08,759381,10221.28,2044256,9.6,0.64,9.6,53175.00,0,NaT
1003,25,Female,0,student,,2,6647.14,498535.5,13489.19,2697838,1.5,0.1,1.5,141458.00,1,08-11-2019
1004,69,Female,0,retired,146,2,4766.99,357524.25,4766.99,953398,3.45,0.23,3.45,23631.00,0,02-01-2019
1005,28,Male,0,salaried,146,2,2571.47,192860.25,1985.94,397188,23859.9,1590.66,23859.9,7311.00,0,28-12-2019
1006,45,Female,0,self_employed,905,3,1427.14,107035.5,1486.28,297256,2365.05,157.67,2365.05,7902.00,0,15-08-2019
1007,32,Male,0,salaried,886,3,2871.15,215336.25,2842.42,568484,2965.35,197.69,2965.35,42739.00,0,19-11-2019
1008,39,Male,0,self_employed,485,3,224.19,16814.25,1450.78,290156,47367.6,3157.84,47367.6,35754.00,1,30-11-2019
1009,44,Male,0,self_employed,61,2,4108.18,308113.5,3571.09,714218,5511.45,367.43,5511.45,14830.00,0,22-12-2019
1010,44,Male,0,self_employed,1494,2,1378.8,103410,1707.24,341448,128579.1,8571.94,128579.1,7038.00,0,05-12-2019
1011,68,Female,1,self_employed,1232,2,12091.22,906841.5,8398.02,1679604,6858.45,457.23,6858.45,70498.00,0,NaT
1012,75,Male,0,retired,1020,3,2685.29,201396.75,2696.81,539362,6.45,0.43,6.45,13696.00,0,NaT
1013,62,Female,0,self_employed,1020,2,6350.84,476313,6173.94,1234788,1039.35,69.29,1039.35,29669.00,0,24-11-2019
1014,33,Male,2,self_employed,,2,2547.69,191076.75,1980.76,396152,2.55,0.17,2.55,10333.00,0,25-12-2019
1015,56,Female,0,self_employed,409,2,1138.22,85366.5,2054.76,410952,7258.5,483.9,7258.5,4738.00,1,13-12-2019
1016,56,Male,0,self_employed,334,3,4263.8,319785,4287.04,857408,6.6,0.44,6.6,24049.00,0,27-09-2019
1017,34,Male,1,self_employed,684,2,1763.24,132243,1763.24,352648,3.45,0.23,3.45,8761.00,0,02-02-2019
1018,44,Female,0,self_employed,774,2,1551.34,116350.5,2801.49,560298,10.35,0.69,10.35,12581.00,1,09-08-2019
1019,56,Male,2,self_employed,409,1,16807.72,1260579,18073.47,3614694,246430.35,16428.69,246430.35,140600.00,0,04-12-2019
1020,25,Male,0,self_employed,996,1,686.65,51498.75,1546.33,309266,85722.6,5714.84,85722.6,8817.00,0,23-11-2019
1021,53,Male,0,salaried,1020,2,14243.55,1068266.25,13239.21,2647842,485205.75,32347.05,485205.75,49563.00,1,19-12-2019
1022,59,Male,2,self_employed,1131,2,0.21,15.75,1834.16,366832,82149.6,5476.64,82149.6,14291.00,1,10-12-2019
1023,62,Male,0,self_employed,834,3,1425.12,106884,1451.72,290344,0.15,0.01,0.15,7892.00,0,26-07-2019
1025,54,Male,2,salaried,51,2,1600.99,120074.25,1928.76,385752,71599.8,4773.32,71599.8,1024.00,1,12-12-2019
1026,25,Male,0,student,1020,2,4260.25,319518.75,4208.29,841658,7.05,0.47,7.05,11564.00,0,21-09-2019
1027,49,Male,2,self_employed,1020,2,140.84,10563,1613.33,322666,80373.15,5358.21,80373.15,10817.00,1,14-12-2019
1028,38,Male,0,self_employed,1524,2,7706.22,577966.5,3730.2,746040,88911.9,5927.46,88911.9,10236.00,0,03-12-2019
1029,31,Male,1,self_employed,1020,3,7695.08,577131,7129.92,1425984,8.1,0.54,8.1,32177.00,0,13-11-2019
1030,73,Male,0,retired,745,3,15157.07,1136780.25,12916.58,2583316,8.85,0.59,8.85,57886.00,0,04-12-2019
1031,43,Female,0,self_employed,575,2,6923.92,519294,12801.35,2560270,67505.7,4500.38,67505.7,63544.00,1,17-11-2019
1032,48,Male,3,salaried,146,1,3008.14,225610.5,3180.23,636046,421.35,28.09,421.35,22906.00,0,27-08-2019
1033,30,Male,0,student,1020,2,17195.21,1289640.75,16407.74,3281548,6.9,0.46,6.9,74457.00,0,13-12-2019
1034,81,Male,,retired,649,2,2889.94,216745.5,2103.43,420686,42860.55,2857.37,42860.55,8763.00,0,10-02-2019
1035,29,Male,0,self_employed,1020,3,1893.08,141981,2166.51,433302,17144.55,1142.97,17144.55,8313.00,1,25-09-2019
1036,53,Male,3,self_employed,334,2,6214.94,466120.5,8191.29,1638258,63690.3,4246.02,63690.3,46071.00,0,13-12-2019
1037,70,Male,0,salaried,1096,1,5324.23,399317.25,4329.66,865932,25821.45,1721.43,25821.45,22096.00,0,12-11-2019
1038,61,Female,0,salaried,1232,3,19934.2,1495065,7271.03,1454206,21737.85,1449.19,21737.85,86355.00,0,24-12-2019
1039,32,Male,0,salaried,1020,3,3191.71,239378.25,4728.04,945608,2873.85,191.59,2873.85,18676.00,0,14-09-2019
1040,54,Male,0,self_employed,623,2,7102.52,532689,6505.28,1301056,5.1,0.34,5.1,25443.00,0,01-10-2019
1041,45,Male,3,salaried,1034,1,13414.04,1006053,12661.77,2532354,10393.35,692.89,10393.35,65152.00,0,24-12-2019
1042,43,Female,0,self_employed,531,1,13029.46,977209.5,13281.66,2656332,1944,129.6,1944,54245.00,0,03-11-2019
1044,48,Male,0,salaried,1525,2,3928.28,294621,4820.39,964078,1077.9,71.86,1077.9,25494.00,1,09-05-2019
1045,31,Male,2,self_employed,1494,2,918.9,68917.5,14296.23,2859246,925965.75,61731.05,925965.75,18944.00,1,27-12-2019
1046,42,Male,2,self_employed,623,3,2026.56,151992,2670.14,534028,9621.3,641.42,9621.3,30434.00,0,30-11-2019
1047,22,Female,0,student,1096,1,3796.8,284760,12519.36,2503872,7295.55,486.37,7295.55,65437.00,0,17-12-2019
1048,38,Male,,self_employed,1150,3,2164.91,162368.25,2164.91,432982,9.6,0.64,9.6,10791.00,0,29-06-2019
1049,31,Male,0,self_employed,1489,2,3303.2,247740,3302.38,660476,5.85,0.39,5.85,16385.00,0,NaT
1050,63,Female,0,self_employed,1180,2,30507.16,2288037,30255.93,6051186,2.85,0.19,2.85,149090.00,0,14-08-2019
1051,40,Female,0,salaried,1020,2,3193.71,239528.25,2958.08,591616,0.6,0.04,0.6,14659.00,0,31-07-2019
1052,36,Male,0,self_employed,146,2,2864.49,214836.75,6893.03,1378606,5.4,0.36,5.4,281480.00,1,09-06-2019
1053,23,Male,,student,15,1,8537.42,640306.5,3226.05,645210,21435,1429,21435,8895.00,0,11-12-2019
1054,37,Female,,self_employed,1271,3,3995.34,299650.5,3995.34,799068,8.55,0.57,8.55,19851.00,0,06-05-2019
1055,54,Female,0,self_employed,431,2,5667.67,425075.25,3814.17,762834,5576.4,371.76,5576.4,21994.00,0,27-12-2019
1056,48,Female,1,self_employed,1525,3,3124.17,234312.75,3058.63,611726,23848.35,1589.89,23848.35,11736.00,0,09-10-2019
1057,90,Male,0,company,1096,1,3583.57,268767.75,2838.89,567778,4.35,0.29,4.35,13129.00,0,NaT
1058,30,Male,0,salaried,1534,3,3115.61,233670.75,3787.3,757460,65680.35,4378.69,65680.35,22058.00,0,04-12-2019
1059,33,Male,0,self_employed,1096,1,851.27,63845.25,3543.64,708728,113333.1,7555.54,113333.1,2988.00,0,05-12-2019
1060,37,Male,0,salaried,834,2,1001.6,75120,1939.93,387986,32503.35,2166.89,32503.35,20216.00,0,05-12-2019
1061,20,Male,0,self_employed,1020,1,2414.34,181075.5,1994.03,398806,487.35,32.49,487.35,3574.00,0,22-09-2019
1062,46,Female,,self_employed,762,2,6415.01,481125.75,6745.11,1349022,4291.95,286.13,4291.95,28432.00,0,07-12-2019
1063,74,Female,0,self_employed,1020,1,4997.78,374833.5,4201.47,840294,4.05,0.27,4.05,1834.00,1,17-10-2019
1064,85,Male,1,,299,2,2447.83,183587.25,8212.52,1642504,16039.5,1069.3,16039.5,53271.00,0,06-10-2019
1065,50,Male,2,self_employed,485,2,47823.75,3586781.25,42094.73,8418946,25512.6,1700.84,25512.6,87000.00,0,31-12-2019
1066,34,Male,0,self_employed,1020,2,3918.89,293916.75,3914.64,782928,8.55,0.57,8.55,19427.00,0,01-03-2019
1067,19,Male,0,student,1020,2,9563.89,717291.75,7834.95,1566990,9.45,0.63,9.45,36892.00,0,27-11-2019
1068,90,,,self_employed,834,2,4501.5,337612.5,5335.9,1067180,214286.4,14285.76,214286.4,40135.00,0,28-12-2019
1069,76,Male,0,retired,834,3,901.98,67648.5,2683.56,536712,115132.65,7675.51,115132.65,15667.00,1,03-12-2019
1070,39,Male,3,salaried,1094,2,4690.33,351774.75,5150.76,1030152,1366.5,91.1,1366.5,31927.00,0,12-12-2019
1071,43,Male,2,self_employed,905,1,56597.37,4244802.75,56554.58,11310916,7.95,0.53,7.95,279238.00,0,12-10-2019
1072,44,Male,0,salaried,363,2,1343.78,100783.5,3161.39,632278,561.9,37.46,561.9,21668.00,0,06-12-2019
1074,35,Male,2,self_employed,659,3,6473.19,485489.25,2475.42,495084,4581.45,305.43,4581.45,1626.00,0,29-11-2019
1075,32,Female,0,self_employed,1096,1,1954.17,146562.75,1745.11,349022,3,0.2,3,7066.00,0,14-11-2019
1076,45,Male,6,salaried,1020,2,4300.14,322510.5,3885.17,777034,53294.7,3552.98,53294.7,25960.00,0,29-06-2019
1078,62,Female,0,self_employed,1020,2,5095.6,382170,4759.43,951886,2902.5,193.5,2902.5,19731.00,0,31-12-2019
1079,57,Male,0,self_employed,834,2,117.77,8832.75,1934.16,386832,54089.55,3605.97,54089.55,12000.00,1,07-12-2019
1080,44,Male,0,self_employed,563,3,3706.76,278007,3662.94,732588,85715.1,5714.34,85715.1,14082.00,0,17-12-2019
1081,27,Male,0,self_employed,1096,1,17940.88,1345566,3236.25,647250,25410.15,1694.01,25410.15,18293.00,0,28-12-2019
1082,62,Male,0,salaried,,3,1157.47,86810.25,1579.55,315910,12858.9,857.26,12858.9,11247.00,1,13-11-2019
1083,90,,0,self_employed,745,2,1609.89,120741.75,1609.89,321978,1.65,0.11,1.65,7999.00,0,29-01-2019
1084,66,Male,0,retired,1111,3,2662.96,199722,2389.6,477920,6428.85,428.59,6428.85,8992.00,0,05-12-2019
1085,76,Female,0,self_employed,1096,3,3662.12,274659,6170.57,1234114,3009,200.6,3009,30049.00,0,28-12-2019
1086,33,Female,0,self_employed,146,3,19286.39,1446479.25,2562.23,512446,9.9,0.66,9.9,5507.00,0,25-12-2019
1087,23,Male,,salaried,409,1,780.28,58521,1445.51,289102,75701.85,5046.79,75701.85,5687.00,0,13-12-2019
1088,47,Male,0,self_employed,1594,2,1287.97,96597.75,1732.02,346404,22416.6,1494.44,22416.6,76445.00,0,26-12-2019
1089,26,Female,,self_employed,862,2,3580.39,268529.25,3805.81,761162,4716.15,314.41,4716.15,20340.00,0,04-05-2019
1090,90,Male,0,self_employed,1096,2,1431.1,107332.5,1940.13,388026,1.95,0.13,1.95,10369.00,0,01-05-2019
1092,50,Male,2,salaried,1494,2,2929.73,219729.75,2953.28,590656,1.65,0.11,1.65,14296.00,0,08-12-2019
1094,46,Male,0,salaried,630,2,2650.61,198795.75,2656.75,531350,5.85,0.39,5.85,18221.00,0,NaT
1095,36,Male,0,salaried,1020,2,6531.96,489897,3249.57,649914,33480.45,2232.03,33480.45,20354.00,0,31-12-2019
1096,38,Male,2,self_employed,1071,3,3625.21,271890.75,3042.16,608432,6067.95,404.53,6067.95,24487.00,0,10-12-2019
1097,27,Male,0,student,169,3,2826.3,211972.5,4673.57,934714,9542.85,636.19,9542.85,39254.00,1,11-12-2019
1098,61,Male,0,self_employed,939,2,13523.59,1014269.25,10339.66,2067932,9,0.6,9,26551.00,0,06-09-2019
1099,33,Male,0,self_employed,32,2,8080.33,606024.75,7933.52,1586704,1132.35,75.49,1132.35,40033.00,0,13-11-2019
1100,54,Female,0,self_employed,1096,3,1727.03,129527.25,1583.67,316734,778.65,51.91,778.65,5478.00,0,29-05-2019
1101,36,Male,0,salaried,834,2,2832.94,212470.5,4944.2,988840,40650.45,2710.03,40650.45,16271.00,0,31-12-2019
1102,72,Female,0,self_employed,875,3,1711.89,128391.75,1711.89,342378,9.45,0.63,9.45,3145.00,0,14-09-2019
1103,55,Female,0,self_employed,623,2,14.77,1107.75,4833.72,966744,6438.6,429.24,6438.6,73328.00,1,29-01-2019
1104,46,Male,0,salaried,1621,2,4482.39,336179.25,6144.02,1228804,10715.55,714.37,10715.55,37947.00,0,08-08-2019
1105,13,Female,0,self_employed,382,2,1047.51,78563.25,2455.42,491084,6.15,0.41,6.15,35328.00,0,24-12-2019
1106,59,Female,0,self_employed,1033,1,7238,542850,7238,1447600,7.65,0.51,7.65,40224.00,0,NaT
1107,39,Male,0,salaried,1111,2,3169.74,237730.5,2838.01,567602,5.85,0.39,5.85,13197.00,0,15-11-2019
1108,40,Female,,self_employed,751,3,583.34,43750.5,6611.78,1322356,2.4,0.16,2.4,30054.00,1,01-12-2019
1109,33,Female,0,self_employed,,3,1886.8,141510,1672.49,334498,1662.9,110.86,1662.9,3108.00,0,29-08-2019
1110,38,Male,1,salaried,1055,2,1491.63,111872.25,1487.86,297572,7.5,0.5,7.5,7375.00,0,20-11-2019
